Receipt #,Physical Business Location,Account #,Owner Address Name,Business Name,Business Address,Category Code,Category Name,Mailing Address Name,Mailing Address Line 1,Mailing Address Line 2,Mailing Address City,Mailing Address State,Mailing Address ZIP,Number of Units,Account Status,Balance Status,Date Paid In Full,Exemption Code,Exemption Description,Business Phone,RE Account Number,Tangible Account Number,Custom Flags,Receipt Application Date,Year,Class Code,Class Name
7436703,02 - MIAMI BEACH,7159410,FAIRFIELD & CO LLC C/O ROBERT CRAWFORD MANAGER,1-888-WOW-1DAY! PAINTING,"35 W DILIDO DR MIAMI BEACH, FL 33139 ",BLDGS,SPECIALTY BUILDING CONTRACTOR,FAIRFIELD & CO LLC C/O ROBERT CRAWFORD MANAGER,35 W DILIDO DR,,MIAMI BEACH,FL,33139,2,Active,Paid In Full,11/18/2013,-- None --,-- None --,305-333-1432,02-3232-011-1040,,Home Business,9/4/2013,2014,196,Contracting
2487452,06 - NORTH MIAMI,2367639,JOSE LEIVA JOSE,1.49 SUPER SUB SHOP,"13041 W DIXIE HWY NORTH MIAMI, FL 33161 ",EAT,EATING ESTABLISHMENT,JOSE LEIVA JOSE,13041 W DIXIE HWY,,N MIAMI,FL,33161,1,Active,Paid In Full,9/25/2013,-- None --,-- None --,305-891-3414,06-2229-050-0010,,-- None --,1/22/1991,2014,195,Eating establishments or Catering businesses
6369045,30 - UNIN DADE COUNTY,6106140,1/2 PRICE MATTRESS IX INC,1/2 PRICE MATTRESS IX INC,"13900 NW 7 AVE MIAMI, FL 33168 ",RET-STR,RETAIL SALES,1/2 PRICE MATTRESS IX INC BENJAMIN TABRAUE PRES,13900 NW 7 AVE,,MIAMI,FL,33168,1,Active,Unpaid,,-- None --,-- None --,305-685-1238,30-2123-011-0160,40-194737,-- None --,10/1/2007,2014,214,Retail sales
6791868,04 - HIALEAH,6521513,1/2 PRICE MATTRESS XI INC,1/2 PRICE MATTRESS XI,"3520 W 18 AVE 145 HIALEAH, FL 33012 ",RET-STR,RETAIL SALES,1/2 PRICE MATTRESS XI INC CALEB TABRAU PRES,3520 W 18 AVE 145,,HIALEAH,FL,33012,1,Active,Paid In Full,7/25/2013,-- None --,-- None --,305-362-0550,04-3011-035-0010,,-- None --,10/26/2009,2014,214,Retail sales
7433745,35 - DORAL,7156878,10 APRIL LLC C/O PEDRO IZAGUIRRE,10 APRIL LLC,"4420 NW 107 AVE #205 DORAL, FL 33178 ",DLR-TAN,TANGIBLE PERSONAL PROP DLR,10 APRIL LLC C/O PEDRO IZAGUIRRE,4420 NW 107 AVE #205,,DORAL,FL,33178,1,Active,Paid In Full,10/22/2013,-- None --,-- None --,305-579-1479,,,-- None --,6/19/2013,2014,220,Dealer in tangible personal property
6195333,30 - UNIN DADE COUNTY,5938627,10 MINMANICURE LLC,10 MINMANICURE LLC,"MIAD J 2 40 MIAMI, FL 33160 ",BTY,BARBER / BEAUTY SHOP /SERVICE,10 MINMANICURE LLC LORRAINE B ONEIL MGR,608 SE 6 ST #4,,FT LAUDERDALE,FL,33301,10,Active,Unpaid,,-- None --,-- None --,954-533-4599,30-3130-000-0010,,-- None --,12/18/2006,2014,213,Service business/multiple service business or Passenger transportation services
811183,02 - MIAMI BEACH,2703156,10 S SHORE LLC,10 S SHORE LLC,"30 S SHORE DR MIAMI BEACH, FL 33141 ",APT,APARTMENTS,10 S SHORE LLC URBAN RESOURCE,PO BOX 415700,,MIAMI BEACH,FL,33141,7,Active,Unpaid,,-- None --,-- None --,305-403-2424,02-3203-007-1280,,"Enforcement, Returned Mail",8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4929882,88 - COMMERCIAL LESSORS,4721115,10 SE 4 RD CORP,10 SE 4 RD CORP,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,10 SE 4 RD CORP LARKIN JEREMY S PRES,9655 S DIXIE HWY #300,,MIAMI,FL,33156,12687,Active,Paid In Full,8/5/2013,-- None --,-- None --,305-938-4000,10-7918-008-1890,,-- None --,4/9/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7239544,30 - UNIN DADE COUNTY,6964010,10 TEN DESIGN BUILD INC,10 TEN DESIGN BUILD INC,"9812 SW 134 PL MIAMI, FL 33186 ",SER-MAN,SERVICE BUSINESS,10 TEN DESIGN BUILD INC ALAN EISENSTEIN,9812 SW 134 PL,,MIAMI,FL,33186,1,Active,Paid In Full,10/2/2013,-- None --,-- None --,786-202-0855,30-5902-005-0190,,Home Business,3/22/2012,2014,213,Service business/multiple service business or Passenger transportation services
798711,01 - MIAMI,798711,INNOVATIVE PROPERTY MGT INC,100 APTS & ROOMING HOUSE,"102 NW 14 ST MIAMI, FL 33136 ",APT,APARTMENTS,INNOVATIVE PROPERTY MGT INC L STARKE,3340 SW 32 AVE,,MIAMI,FL,33133,18,Active,Paid In Full,7/8/2013,-- None --,-- None --,305-751-6232,01-3136-009-0430,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7084403,25 - SWEETWATER,6810866,100 FUEGOS EXPRESS CORPORATION,100 FUEGOS EXPRESS CORPORATION,"11387 NW 7 ST 206 SWEETWATER, FL 33172 ",SER-DEL,SERVICE BUSINESS,100 FUEGOS EXPRESS CORPORATION TOMAS RODRIGUEZ,11387 NW 7 ST 206,,MIAMI,FL,33172,1,Active,Unpaid,,-- None --,-- None --,786-262-8298,25-3056-098-0660,,-- None --,5/9/2011,2014,213,Service business/multiple service business or Passenger transportation services
7130719,01 - MIAMI,6856117,100 M HOLDING INC,100 M FRANCHISE LLC,"3250 NE 1 AVE 321 MIAMI, FL 33137 ",FIN-FLM,FINANCE/INVESTMENT/HOLDING CO,100 M HOLDING INC CARLOS PEREZ TENORIO PRES,3250 NE 1 AVE 321,,MIAMI,FL,33137,,Active,Unpaid,,-- None --,-- None --,305-503-3833,01-3125-078-0040,,-- None --,8/16/2011,2014,218,Dealer in intangible personal property
6016661,14 - SURFSIDE,5770012,100 MARKETERS LLC,100 MARKETERS LLC,"260 95 ST 201 SURFSIDE, FL 33154 ",SER-GRA,SERVICE BUSINESS,100 MARKETERS LLC DAVID HERMAN  MANAGER,260 95 ST  #201,,SURFSIDE,FL,33154,1,Active,Paid In Full,7/8/2013,-- None --,-- None --,786-264-1767,14-2235-007-0520,,-- None --,4/19/2006,2014,213,Service business/multiple service business or Passenger transportation services
7078777,01 - MIAMI,6805155,MONTI INTERNATIONAL LLC,100 MONTADITOS,"3252 NE 1 AVE 104 MIAMI, FL 33137 ",EAT,EATING ESTABLISHMENT,MONTI INTERNATIONAL LLC ROBERTO PAPPATERRA MGR,3252 NE 1 AVE 104,,MIAMI,FL,33137,52,Active,Paid In Full,7/18/2013,-- None --,-- None --,305-491-0774,01-0106-030-1010,,-- None --,4/27/2011,2014,195,Eating establishments or Catering businesses
7407752,02 - MIAMI BEACH,7130628,LINCLON OPERATOR LLC C/O MIKE GRIMES MGR,100 MONTADITOS,"551 LINCOLN RD MIAMI BEACH, FL 33139 ",EAT,EATING ESTABLISHMENT,LINCLON OPERATOR LLC C/O MIKE GRIMES MGR,551 LINCOLN RD,,MIAMI,FL,33139,150,Active,Unpaid,,-- None --,-- None --,305-989-9028,,,-- None --,4/9/2013,2014,195,Eating establishments or Catering businesses
5188669,88 - COMMERCIAL LESSORS,4969235,100 NORTHEAST 15 STREET LLC,100 NORTHEAST 15 STREET LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,100 NORTHEAST 15 STREET LLC ADAM BASS MANAGER,100 NE 15 ST #212,,HOMESTEAD,FL,33030,7797,Active,Unpaid,,-- None --,-- None --,305-000-0000,10-7907-034-0040,,-- None --,12/31/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5033550,88 - COMMERCIAL LESSORS,4822202,100 NWT FEE OWNER LLC,100 NWT FEE OWNER LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,100 NWT FEE OWNER LLC,333 SOUTH MIAMI AVE #150,,MIAMI,FL,33132,472090,Active,Paid In Full,8/22/2013,-- None --,-- None --,305-374-5455,01-0110-020-2010,,-- None --,5/23/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6333074,04 - HIALEAH,6071070,100 PALO DE ORO DRIVE LLC,100 PALO DE ORO DRIVE LLC,"7701 W 26 AVE 6 HIALEAH, FL 33016 ",SER-SNR,SERVICE BUSINESS,100 PALO DE ORO DRIVE LLC VIRGILIA CORCES,11801 SW 90 ST #201,,MIAMI,FL,33186,3,Active,Paid In Full,7/18/2013,-- None --,-- None --,305-803-7632,04-2027-096-0150,,-- None --,7/25/2007,2014,213,Service business/multiple service business or Passenger transportation services
832379,04 - HIALEAH,4787959,100 WEST LLC,100 WEST LLC,"100 W 26 ST HIALEAH, FL 33010 ",APT,APARTMENTS,100 WEST LLC RICHARD VEGA,17931 SW 27 ST,,MIRAMAR,FL,33029,10,Active,Paid In Full,8/21/2013,-- None --,-- None --,954-614-9952,04-3107-006-1630,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7027907,12 - BAL HARBOUR,6754478,100% CAPRI LLC,100% CAPRI LLC,"9700 COLLINS AVE 218 BAL HARBOUR, FL 33154 ",RET-STR,RETAIL SALES,100% CAPRI LLC ANTONIO AIELLO MGR,9700 COLLINS AVE #218,,BAL HARBOUR,FL,33154,7,Active,Paid In Full,7/31/2013,-- None --,-- None --,305-866-4117,12-2226-006-0060,,-- None --,2/2/2011,2014,214,Retail sales
6508882,24 - VILLAGE OF KEY BISCAYNE,6244347,100% KEY BISCAYNE LLC,100% NATURAL,"180 CRANDON BLVD 101 VILLAGE OF KEY BISCAYNE, FL 33149 ",EAT,EATING ESTABLISHMENT,100% KEY BISCAYNE LLC DIEGO ALEMAN,180 CRANDON BLVD 101,,KEY BISCAYNE,FL,33149,7,Active,Paid In Full,7/16/2013,-- None --,-- None --,305-365-0485,24-4232-002-0080,,-- None --,5/20/2008,2014,195,Eating establishments or Catering businesses
6502190,24 - VILLAGE OF KEY BISCAYNE,6237556,100% KEY BISCAYNE LLC,100% NATURAL,"10 VILLAGE GREENWAY VILLAGE OF KEY BISCAYNE, FL 33149 ",EAT,EATING ESTABLISHMENT,100% KEY BISCAYNE LLC JOSE SOLIS CAMARA MGR,10 VILLAGE GREENWAY,,KEY BISCAYNE,FL,33149,3,Active,Paid In Full,7/16/2013,-- None --,-- None --,305-361-7211,24-5205-062-0020,,-- None --,5/8/2008,2014,195,Eating establishments or Catering businesses
4949336,88 - COMMERCIAL LESSORS,4740156,1000 BISCAYNE INC,1000 BISCAYNE INC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1000 BISCAYNE INC SIDNEY ATZMON,2522 NW 63 LN,,BOCA RATON,FL,33496,7000,Active,Paid In Full,7/30/2013,-- None --,-- None --,954-561-4313,01-0102-000-1060,,-- None --,4/15/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6732516,02 - MIAMI BEACH,6463764,1000 FIFTH STREET CORP,1000 FIFTH STREET CORP,"1000 5 ST MIAMI BEACH, FL 33139 ",SER-MAN,SERVICE BUSINESS,1000 FIFTH STREET CORP CLALUDI ZICHY THYSSEN  PRES,1000 5 ST,,MIAMI BEACH,FL,33139,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-674-1891,02-4203-009-7900,,-- None --,6/29/2009,2014,213,Service business/multiple service business or Passenger transportation services
4918299,88 - COMMERCIAL LESSORS,4709672,BENJAMIN BRODY,1000 LINCOLN ROAD LLC BENJAMIN BRODY PRES,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,BENJAMIN BRODY,1000 LINCOLN RD # 210,,MIAMI BEACH,FL,33139,4910,Active,Paid In Full,7/9/2013,-- None --,-- None --,305-532-1918,02-3234-002-0080,,-- None --,4/3/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6020671,20 - PINECREST,5774006,1000 PLACES ENTERPRISES LLC,1000 PLACES ENTERPRISES LLC,"7770 SW 120 ST PINECREST, FL 33156 ",REF,REAL ESTATE FIRM,1000 PLACES ENTERPRISES LLC RAMON ALVAREZ PRES,PO BOX 566198,,MIAMI,FL,33256,1,Active,Paid In Full,9/17/2013,-- None --,-- None --,305-232-2650,20-5015-005-0240,,Home Business,4/24/2006,2014,212,"Professions, professional associations"
5054929,88 - COMMERCIAL LESSORS,4843083,1001 1005 SW 27TH AVE LLC,1001 1005 SW 27TH AVE LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1001 1005 SW 27TH AVE LLC,PO BOX 430827,,MIAMI,FL,33243,53161,Active,Unpaid,,-- None --,-- None --,305-000-0000,01-4110-009-0390,,-- None --,6/17/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6462774,04 - HIALEAH,6198337,1001 ART DECO INC,1001 ART DECO INC,"3474 WEST 84 ST HIALEAH, FL 33018 ",DLR-WHO,TANGIBLE PERSONAL PROP DLR,1001 ART DECO INC XIAOHANG FENG WU DIR,16706 NW 18 ST,,PEMBROKE PINES,FL,33028,5,Active,Paid In Full,8/16/2013,-- None --,-- None --,305-610-1533,04-2028-063-0040,40-213426,-- None --,3/4/2008,2014,220,Dealer in tangible personal property
4950318,88 - COMMERCIAL LESSORS,4741121,1001 PONCE LLC,1001 PONCE LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1001 PONCE LLC ALAM ALARCON,9401 JOURNEYS END RD,,CORAL GABLES,FL,33156,12180,Active,Unpaid,,-- None --,-- None --,305-000-0000,03-4108-009-1390,,-- None --,4/15/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4962594,88 - COMMERCIAL LESSORS,4753175,10045 SO DIXIE HWY ASSOCIATES,10045 SO DIXIE HWY ASSOCIATES,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,10045 SO DIXIE HWY ASSOCIATES ATTN  DARLENE,6810 N STATE RD 7,,COCONUT CREEK,FL,33073,10663,Active,Paid In Full,7/8/2013,-- None --,-- None --,561-994-8111,20-5002-008-0040,,-- None --,4/18/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
814989,02 - MIAMI BEACH,5542502,1005 PENN LLC,1005 PENN LLC,"1001 PENNSYLVANIA AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1005 PENN LLC BEACH RENTALS/LANCE STEYLER,1330 COLLINS AVE STE #1,,MIAMI BEACH,FL,33139,25,Active,Paid In Full,7/2/2013,-- None --,-- None --,305-528-8000,02-4203-009-0300,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4343190,02 - MIAMI BEACH,4158960,MAHOHONEY & CONNOLLY TRUST,1007 BAY DRIVE LLC,"1011 BAY DR MIAMI BEACH, FL 33141 ",APT,APARTMENTS,MAHOHONEY & CONNOLLY TRUST URBAN RESOURCE,PO BOX 403135,,MIAMI BEACH,FL,33141,8,Active,Paid In Full,7/10/2013,-- None --,-- None --,305-403-2424,02-3210-013-0920,,-- None --,9/29/1999,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6201222,30 - UNIN DADE COUNTY,5944369,STUART C WEINSTOCK,100KWEALTH,"11405 SW 112 ST MIAMI, FL 33176 ",SER-ADV,SERVICE BUSINESS,STUART C WEINSTOCK,11405 SW 112 ST,,MIAMI,FL,33176,1,Active,Paid In Full,7/8/2013,-- None --,-- None --,305-274-5829,30-5007-010-1340,,Home Business,12/28/2006,2014,213,Service business/multiple service business or Passenger transportation services
6732847,01 - MIAMI,6464077,101 EXHIBIT LLC,101 EXHIBIT LLC,"101 NE 40 ST MIAMI, FL 33137 ",DLR-ANT,TANGIBLE PERSONAL PROP DLR,101 EXHIBIT LLC JEROME SHAW MGRM,101 NE 40 ST,,MIAMI,FL,33137,1,Active,Paid In Full,7/30/2013,-- None --,-- None --,305-573-2101,01-3124-027-0110,,-- None --,6/30/2009,2014,220,Dealer in tangible personal property
6895818,14 - SURFSIDE,6625116,101 FILMS INC,101 FILMS INC,"208 90 ST SURFSIDE, FL 33154 ",SER-PHO,SERVICE BUSINESS,101 FILMS INC GLADYS HERNANDEZ,1348 WASHINGTON AVE 130,,MIAMI BEACH,FL,33139,1,Active,Unpaid,,-- None --,-- None --,305-924-6574,14-2235-005-0140,,"Home Business, NSF hold",5/12/2010,2014,213,Service business/multiple service business or Passenger transportation services
6911649,30 - UNIN DADE COUNTY,6640958,INLET INDUSTRIES INC,101 MARINE,"OPERATING IN DADE COUNTY MIAMI, FL 33999 ",SER-MMR,SERVICE BUSINESS,INLET INDUSTRIES INC SAM DARROCH PRES,1015 N K ST,,LAKE WORTH,FL,33460,1,Active,Paid In Full,9/28/2013,-- None --,-- None --,305-000-0000,,,Mobile Business,6/7/2010,2014,213,Service business/multiple service business or Passenger transportation services
7437213,30 - UNIN DADE COUNTY,7159845,AQUAMAR VENTURES INC C/O MELANIE SWEET PRESIDENT,101 MOBILITY OF PALM BEACH,DOING BUSINESS IN DADE COUNTY   ,DLR-SAL,TANGIBLE PERSONAL PROP DLR,AQUAMAR VENTURES INC C/O MELANIE SWEET PRESIDENT,2361 VISTA PKWY 7,,WEST PALM BEACH,FL,33411,3,Active,Paid In Full,9/19/2013,-- None --,-- None --,561-249-7162,,,-- None --,9/13/2013,2014,220,Dealer in tangible personal property
5221387,88 - COMMERCIAL LESSORS,5000401,101 NE 54 ST LLC,101 NE 54 ST LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,101 NE 54 ST LLC,3831 LOST SPRINGS DR,,CALABASAS,CA,91301,13227,Active,Paid In Full,9/3/2013,-- None --,-- None --,305-000-0000,01-3113-064-0330,,-- None --,2/10/2003,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
852369,24 - VILLAGE OF KEY BISCAYNE,7050461,101 SUNRISE LLC,101 SUNRISE LLC,"101 SUNRISE DR VILLAGE OF KEY BISCAYNE, FL 33149 ",APT,APARTMENTS,101 SUNRISE LLC,240 CRANDON BLVD STE 250,,KEY BISCAYNE,FL,33149,20,Active,Paid In Full,8/22/2013,-- None --,-- None --,786-360-5149,24-5205-014-0010,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6742457,20 - PINECREST,6473219,10101 S DIXIE HWY LLC,10101 S DIXIE HWY LLC,"10101 S DIXIE HWY PINECREST, FL 33156 ",RBO,REAL ESTATE BRANCH OFFICE,10101 S DIXIE HWY LLC THE KEYES COMPANY,2121 SW 3 AVE,,MIAMI,FL,33129,1,Active,Unpaid,,-- None --,-- None --,305-371-3592,20-5002-008-0050,,Enforcement,7/21/2009,2014,212,"Professions, professional associations"
7226285,32 - MIAMI LAKES,6950563,101224 ENTERPRISES INC,101224 ENTERPRISES INC,"5881 NW 151 ST 216 MIAMI LAKES, FL 33014 ",DRY,CLEANER/LAUNDRY/ALTERATIONS,101224 ENTERPRISES INC AGNERYS RODRIGUEZ,5881 NW 151 ST 216,,MIAMI,FL,33014,1,Active,Unpaid,,-- None --,-- None --,954-659-8835,32-2024-015-0230,,"Enforcement, Returned Mail",2/27/2012,2014,213,Service business/multiple service business or Passenger transportation services
1842245,01 - MIAMI,6934559,1015 PROPERTIES LLC,1015 PROPERTIES LLC,"1015 NW 45 AVE MIAMI, FL 33126 ",APT,APARTMENTS,1015 PROPERTIES LLC BARBARA LORENZO PRES,7835 SW 97 CT,,MIAMI,FL,33173,16,Active,Paid In Full,9/12/2013,-- None --,-- None --,305-308-5135,01-3132-009-0330,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
804014,02 - MIAMI BEACH,804014,MULTICREDITO INTERNATIONAL LLC,1017 JEFFERSON AVE LLC,"1017 JEFFERSON AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,MULTICREDITO INTERNATIONAL LLC HERVE BARBERA,701 BRICKELL AVE # 2040,,MIAMI,FL,33139,23,Active,Paid In Full,10/16/2013,-- None --,-- None --,305-759-1195,02-4203-009-4310,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
812736,02 - MIAMI BEACH,2846484,1018 JEFFERSON LLC  C/O THOMAS E HILL MGR,1018 JEFFERSON LLC,"1018 JEFFERSON AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1018 JEFFERSON LLC  C/O THOMAS E HILL MGR,4909 LACLEDE AVE #2401,,ST. LOUIS,MO,63108,9,Active,Paid In Full,8/7/2013,-- None --,-- None --,,02-4203-009-6880,10-355506,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
796202,01 - MIAMI,796202,1020 APARTMENTS LLC,1020 APARTMENTS LLC,"1020 NW 45 AVE MIAMI, FL 33126 ",APT,APARTMENTS,1020 APARTMENTS LLC CHARLES GUERRA  MANAGER,7891 W FLAGLER ST  #306,,MIAMI,FL,33144,38,Active,Paid In Full,9/20/2013,-- None --,-- None --,305-000-0000,01-3132-009-0290,40-172228,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4920733,88 - COMMERCIAL LESSORS,4712114,1021 LINCOLN RD LTD,1021 LINCOLN RD LTD,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1021 LINCOLN RD LTD,523 MICHIGAN AVE,,MIAMI BCH,FL,33139,12411,Active,Paid In Full,7/9/2013,-- None --,-- None --,305-673-2948,02-3234-018-0060,,-- None --,4/4/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5238878,88 - COMMERCIAL LESSORS,5017306,1022 E 33 STREET LLC,1022 E 33 STREET LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1022 E 33 STREET LLC,6300 NW 72 AVE,,MIAMI,FL,33166,10266,Active,Paid In Full,7/18/2013,-- None --,-- None --,305-000-0000,04-3108-001-7710,,-- None --,2/25/2003,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
811506,02 - MIAMI BEACH,811506,1024 1026 PENN LLC,1024 1026 PENN LLC,"1024 PENNSYLVANIA AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1024 1026 PENN LLC BEACH RENTALS,1330 COLLINS AVE STE #1,,MIAMI BEACH,FL,33139,11,Active,Paid In Full,7/2/2013,-- None --,-- None --,305-528-8000,02-4203-009-1150,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5226204,88 - COMMERCIAL LESSORS,5005038,1024 LINCOLN ROAD LLC,1024 LINCOLN ROAD LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1024 LINCOLN ROAD LLC,1407 BROADWAY 41ST FLOOR,,NEW YORK,NY,10018,15552,Active,Paid In Full,8/20/2013,-- None --,-- None --,305-000-0000,02-3234-002-0090,,-- None --,2/13/2003,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
820093,02 - MIAMI BEACH,820093,1025 MERIDIAN AVE LLC C/O HERVE BARBERA MANAGER,1025 MERIDIAN AVE LLC,"1025 MERIDIAN AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1025 MERIDIAN AVE LLC C/O HERVE BARBERA MANAGER,701 BRICKELL AVE 2040,,MIAMI,FL,33131,16,Active,Paid In Full,10/16/2013,-- None --,-- None --,305-538-0135,02-4203-009-3830,40-248588,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
2544550,01 - MIAMI,2422582,JUAN C GOMEZ,1029 APTS,"1029 NW 1 ST MIAMI, FL 33128 ",APT,APARTMENTS,JUAN C GOMEZ,2301 SW 16 CT,,MIAMI,FL,33145,5,Active,Paid In Full,9/13/2013,-- None --,-- None --,305-854-1436,01-4102-005-2340,,-- None --,4/26/1991,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5045000,88 - COMMERCIAL LESSORS,4833670,103 COMMERCE PARK LLC,103 COMMERCE PARK LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,103 COMMERCE PARK LLC,9550 NW 79 AVE SUITE 10,,HIALEAH GARDENS,FL,33016,93361,Active,Unpaid,,-- None --,-- None --,305-461-4950,27-3003-001-0107,,-- None --,6/5/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
3351798,04 - HIALEAH,3217155,103 USED AUTO PARTS INC,103 PAINT & BODY SHOP,"4895 E 10 CT HIALEAH, FL 33013 ",BOD,BODY / PAINT / REPAIR SHOP,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-001-0980,,-- None --,8/26/1994,2014,213,Service business/multiple service business or Passenger transportation services
856709,30 - UNIN DADE COUNTY,5427505,103 SILVER BLUE LAKE APTS LLC,103 SILVER BLUE LAKE APARTMENTS LLC,"1401 NW 103 ST MIAMI, FL 33147 ",APT,APARTMENTS,103 SILVER BLUE LAKE APTS LLC ZVI SHIFF MGR,1401 NW 103 ST 138,,MIAMI,FL,33147,239,Active,Unpaid,,-- None --,-- None --,305-693-0122,30-2135-000-0136,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5688214,04 - HIALEAH,3217163,103 USED AUTO PARTS CORP,103 USED AUTO PARTS CORP,"4895 E 10 CT HIALEAH, FL 33013 ",TOW,TOWING TRUCK,103 USED AUTO PARTS CORP VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-001-0980,,-- None --,11/30/2004,2014,213,Service business/multiple service business or Passenger transportation services
3351780,04 - HIALEAH,3217163,103 USED AUTO PARTS CORP,103 USED AUTO PARTS CORP,"4895 E 10 CT HIALEAH, FL 33013 ",JYD,JUNK DEALER / JUNK YARD,103 USED AUTO PARTS CORP VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-001-0980,,-- None --,8/26/1994,2014,203,Junk dealers
6570908,04 - HIALEAH,6304778,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4698 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-001-1770,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
